subparam,unit1,value1,unit2,value2,modelname,modelid,specifications.topparam
Pump Type,,fixed displacement vane-type implement pump,,fixed displacement vane-type implement pump,928Gz,91601,Hydraulic System
Axle Oscillation,degrees,11,degrees,11,928Gz,91601,Axles
Static Tipping Load - Full Turn,lb,18931.1,kg,8587,928Gz,91601,Operating Specifications
Breakout Force,lb,25844,kg,11722.7,928Gz,91601,Operating Specifications
Articulation Angle,degrees,40,degrees,40,928Gz,91601,Operating Specifications
Reach - Full Lift And 45 Degrees Dump,ft in,3,m,1,928Gz,91601,Operating Specifications
Dump Clearance At Full Lift And 45 Degrees Dump Angle,ft in,9.5,m,2.9,928Gz,91601,Operating Specifications
Cooling System,gal,11.1,L,42.1,928Gz,91601,Service Refill Capacities
Fuel Tank,gal,59.4,L,224.9,928Gz,91601,Service Refill Capacities
Crankcase,gal,3.7,L,14.1,928Gz,91601,Service Refill Capacities
Hydraulic Tank,gal,18.5,L,70.1,928Gz,91601,Service Refill Capacities
Hydraulic System - Including Tank,gal,33,L,125,928Gz,91601,Service Refill Capacities
Transmission,gal,9.1,L,34.5,928Gz,91601,Service Refill Capacities
Front,gal,6.9,L,26.2,928Gz,91601,Service Refill Capacities
Rear,gal,6.6,L,25,928Gz,91601,Service Refill Capacities
Rops,,"SAE J1040 MAY94, ISO 3471-1994",,"SAE J1040 MAY94, ISO 3471-1994",928Gz,91601,Cab
Fops,,"SAE J/ISO 3449 APR98 Level II, ISO 3449-1992 Level II",,"SAE J/ISO 3449 APR98 Level II, ISO 3449-1992 Level II",928Gz,91601,Cab
Relief Valve Setting,,3600 psi,,3600 psi,928Gz,91601,Loader Hydraulic System
Pump Flow - Implement Pump,,40.15 gal/min,,40.15 gal/min,928Gz,91601,Loader Hydraulic System
"Output At 2,300 Engine Rpm And 6900 Kpa (1000 Psi) With Sae 10w Oil At 65 Degreesc (150 Degreesf)",,40.3 gal/min,,40.3 gal/min,928Gz,91601,Loader Hydraulic System
Raise,,6.1 s,,6.1 s,928Gz,91601,Loader Hydraulic System
Dump,,1.2 s,,1.2 s,928Gz,91601,Loader Hydraulic System
"Lower, Empty, Float Down",,2.8 s,,2.8 s,928Gz,91601,Loader Hydraulic System
Total,,10.1 s,,10.1 s,928Gz,91601,Loader Hydraulic System
Bore (1),in,4.8,mm,120.7,928Gz,91601,Loader Hydraulic System
Stroke (1),in,27,mm,685.8,928Gz,91601,Loader Hydraulic System
Bore (2),in,5,mm,127,928Gz,91601,Loader Hydraulic System
Stroke (2),in,21.7,mm,551.2,928Gz,91601,Loader Hydraulic System
Hydraulic Cycle Time,,10.1 s,,10.1 s,928Gz,91601,Loader Hydraulic System
Engine Make,,2236,,2236,R2900G XTRA,91526,Engine
Engine Model,,3406E EUI ATAAC,,3406E EUI ATAAC,R2900G XTRA,91526,Engine
Net Power,hp,378,kw,281.9,R2900G XTRA,91526,Engine
Gross Power,hp,410,kw,305.8,R2900G XTRA,91526,Engine
Power Measured @,rpm,2100,rpm,2100,R2900G XTRA,91526,Engine
Displacement,cu in,893.9,L,14.6,R2900G XTRA,91526,Engine
Operating Weight,lb,123459,kg,56000,R2900G XTRA,91526,Operational
Fuel Capacity,gal,225.6,L,854,R2900G XTRA,91526,Operational
Hydraulic System Fluid Capacity,gal,37,L,140.1,R2900G XTRA,91526,Operational
Engine Oil Fluid Capacity,gal,9,L,34.1,R2900G XTRA,91526,Operational
Cooling System Fluid Capacity,gal,19.8,L,75,R2900G XTRA,91526,Operational
Transmission Fluid Capacity,gal,16.4,L,62.1,R2900G XTRA,91526,Operational
Front Axle/Diff Fluid Capacity,gal,31.4,L,118.9,R2900G XTRA,91526,Operational
Rear Axle/Diff Fluid Capacity,gal,33.5,L,126.9,R2900G XTRA,91526,Operational
Static Tipping Weight,lb,100940,kg,45782,R2900G XTRA,91526,Operational
Turning Radius,ft in,295.7,mm,7511,R2900G XTRA,91526,Operational
Tire Size,,36/65R33 VSDL Radials,,36/65R33 VSDL Radials,R2900G XTRA,91526,Operational
Number Of Forward Gears,,4,,4,R2900G XTRA,91526,Transmission
Number Of Reverse Gears,,4,,4,R2900G XTRA,91526,Transmission
Max Speed - Forward,mph,15,km/h,24.2,R2900G XTRA,91526,Transmission
Max Speed - Reverse,mph,16.8,km/h,27,R2900G XTRA,91526,Transmission
Raise Time,sec,7.6,sec,7.6,R2900G XTRA,91526,Hydraulic System
Dump Time,sec,2.8,sec,2.8,R2900G XTRA,91526,Hydraulic System
Lower Time,sec,2.4,sec,2.4,R2900G XTRA,91526,Hydraulic System
Engine Make,,2236,,2236,R2900G,91525,Engine
Engine Model,,C15 ACERT,,C15 ACERT,R2900G,91525,Engine
Net Power,hp,389,kw,290.1,R2900G,91525,Engine
Gross Power,hp,430,kw,320.7,R2900G,91525,Engine
Power Measured @,rpm,1900,rpm,1900,R2900G,91525,Engine
Displacement,cu in,927.9,L,15.2,R2900G,91525,Engine
Operating Weight,lb,148611,kg,67409,R2900G,91525,Operational
Fuel Capacity,gal,225.6,L,854,R2900G,91525,Operational
Hydraulic System Fluid Capacity,gal,37,L,140,R2900G,91525,Operational
Engine Oil Fluid Capacity,gal,9,L,34,R2900G,91525,Operational
Cooling System Fluid Capacity,gal,19.8,L,75,R2900G,91525,Operational
Transmission Fluid Capacity,gal,16.4,L,62,R2900G,91525,Operational
Front Axle/Diff Fluid Capacity,gal,31.4,L,119,R2900G,91525,Operational
Rear Axle/Diff Fluid Capacity,gal,33.5,L,127,R2900G,91525,Operational
Static Tipping Weight,lb,88015,kg,39923,R2900G,91525,Operational
Turning Radius,ft in,24.1,mm,7323,R2900G,91525,Operational
Rear Axle Oscillation,degrees,16,degrees,16,R2900G,91525,Operational
Tire Size,,29.5 x 29 34 PLY STMS,,29.5 x 29 34 PLY STMS,R2900G,91525,Operational
Number Of Forward Gears,,4,,4,R2900G,91525,Transmission
Number Of Reverse Gears,,4,,4,R2900G,91525,Transmission
Max Speed - Forward,mph,15.7,km/h,25.3,R2900G,91525,Transmission
Max Speed - Reverse,mph,16.4,km/h,26.4,R2900G,91525,Transmission
Raise Time,sec,9.2,sec,9.2,R2900G,91525,Hydraulic System
Dump Time,sec,3.4,sec,3.4,R2900G,91525,Hydraulic System
Lower Time,sec,3.1,sec,3.1,R2900G,91525,Hydraulic System
Engine Make,,2236,,2236,R1700G,91524,Engine
Engine Model,,C11 ACERT,,C11 ACERT,R1700G,91524,Engine
Net Power,hp,323,kw,241,R1700G,91524,Engine
Gross Power,hp,353,kw,263,R1700G,91524,Engine
Power Measured @,rpm,1800,rpm,1800,R1700G,91524,Engine
Displacement,cu in,680,L,11.1,R1700G,91524,Engine
Operating Weight,lb,115745,kg,52500,R1700G,91524,Operational
Fuel Capacity,gal,1505,L,570,R1700G,91524,Operational
Hydraulic System Fluid Capacity,gal,33,L,125,R1700G,91524,Operational
Engine Oil Fluid Capacity,gal,9,L,34,R1700G,91524,Operational
Cooling System Fluid Capacity,gal,16.6,L,63,R1700G,91524,Operational
Transmission Fluid Capacity,gal,12.4,L,47,R1700G,91524,Operational
Front Axle/Diff Fluid Capacity,gal,23.8,L,90,R1700G,91524,Operational
Rear Axle/Diff Fluid Capacity,gal,23.8,L,90,R1700G,91524,Operational
Static Tipping Weight,lb,70065,kg,31781,R1700G,91524,Operational
Turning Radius,ft in,22.6,mm,6878,R1700G,91524,Operational
Rear Axle Oscillation,degrees,16,degrees,16,R1700G,91524,Operational
Tire Size,,26.5 x 25 36 PLY STMS L5S,,26.5 x 25 36 PLY STMS L5S,R1700G,91524,Operational
Number Of Forward Gears,,4,,4,R1700G,91524,Transmission
Number Of Reverse Gears,,4,,4,R1700G,91524,Transmission
Max Speed - Forward,mph,15,km/h,24.1,R1700G,91524,Transmission
Max Speed - Reverse,mph,15.7,km/h,25.3,R1700G,91524,Transmission
Raise Time,sec,6.8,sec,6.8,R1700G,91524,Hydraulic System
Dump Time,sec,2.9,sec,2.9,R1700G,91524,Hydraulic System
Lower Time,sec,2.4,sec,2.4,R1700G,91524,Hydraulic System
Engine Make,,2236,,2236,R1600G,91523,Engine
Engine Model,,3176C EUI ATAAC,,3176C EUI ATAAC,R1600G,91523,Engine
Net Power,hp,221.3,kw,165,R1600G,91523,Engine
Gross Power,hp,248.1,kw,185,R1600G,91523,Engine
Power Measured @,rpm,2100,rpm,2100,R1600G,91523,Engine
Displacement,cu in,628.6,L,10.3,R1600G,91523,Engine
Operating Weight,lb,65697.8,kg,29800,R1600G,91523,Operational
Fuel Capacity,gal,105.7,L,400,R1600G,91523,Operational
Hydraulic System Fluid Capacity,gal,33.1,L,125,R1600G,91523,Operational
Engine Oil Fluid Capacity,gal,9.6,L,36.1,R1600G,91523,Operational
Cooling System Fluid Capacity,gal,14.1,L,53,R1600G,91523,Operational
Transmission Fluid Capacity,gal,12.5,L,47,R1600G,91523,Operational
Front Axle/Diff Fluid Capacity,gal,21.2,L,80,R1600G,91523,Operational
Rear Axle/Diff Fluid Capacity,gal,21.2,L,80,R1600G,91523,Operational
Static Tipping Weight,lb,61949.9,kg,28100,R1600G,91523,Operational
Turning Radius,ft in,21.8,mm,6638,R1600G,91523,Operational
Rear Axle Oscillation,degrees,20,degrees,20,R1600G,91523,Operational
Tire Size,,18.00x25-28ply,,18.00x25-28ply,R1600G,91523,Operational
Number Of Forward Gears,,4,,4,R1600G,91523,Transmission
Number Of Reverse Gears,,4,,4,R1600G,91523,Transmission
Max Speed - Forward,mph,13.8,km/h,22.1,R1600G,91523,Transmission
Max Speed - Reverse,mph,14.8,km/h,23.8,R1600G,91523,Transmission
Raise Time,sec,7.6,sec,7.6,R1600G,91523,Hydraulic System
Dump Time,sec,1.6,sec,1.6,R1600G,91523,Hydraulic System
Lower Time,sec,2,sec,2,R1600G,91523,Hydraulic System
Engine Make,,2236,,2236,R1300G,91522,Engine
Engine Model,,3306B DITA,,3306B DITA,R1300G,91522,Engine
Net Power,hp,140.9,kw,105,R1300G,91522,Engine
Gross Power,hp,165,kw,123,R1300G,91522,Engine
Power Measured @,rpm,2200,rpm,2200,R1300G,91522,Engine
Displacement,cu in,640.8,L,10.5,R1300G,91522,Engine
Operating Weight,lb,61178.3,kg,27750,R1300G,91522,Operational
Fuel Capacity,gal,78,L,295,R1300G,91522,Operational
Hydraulic System Fluid Capacity,gal,23.3,L,88,R1300G,91522,Operational
Engine Oil Fluid Capacity,gal,6.7,L,25,R1300G,91522,Operational
Cooling System Fluid Capacity,gal,17.7,L,67,R1300G,91522,Operational
Transmission Fluid Capacity,gal,11.9,L,45,R1300G,91522,Operational
Front Axle/Diff Fluid Capacity,gal,10.1,L,38,R1300G,91522,Operational
Rear Axle/Diff Fluid Capacity,gal,11.1,L,42,R1300G,91522,Operational
Static Tipping Weight,lb,45360.2,kg,20575,R1300G,91522,Operational
Turning Radius,ft in,18.9,mm,5741,R1300G,91522,Operational
Rear Axle Oscillation,degrees,20,degrees,20,R1300G,91522,Operational
Tire Size,,17.5x25 20 ply,,17.5x25 20 ply,R1300G,91522,Operational
Number Of Forward Gears,,4,,4,R1300G,91522,Transmission
Number Of Reverse Gears,,4,,4,R1300G,91522,Transmission
Max Speed - Forward,mph,15,km/h,24,R1300G,91522,Transmission
Max Speed - Reverse,mph,14.3,km/h,23,R1300G,91522,Transmission
Raise Time,sec,5,sec,5,R1300G,91522,Hydraulic System
Dump Time,sec,2,sec,2,R1300G,91522,Hydraulic System
Lower Time,sec,2.3,sec,2.3,R1300G,91522,Hydraulic System
Engine Model,,3304,,3304,920,91543,Engine
Net Power,hp,80,kw,59.7,920,91543,Engine
Displacement,cu in,427.2,L,7,920,91543,Engine
Operating Weight,lb,18607.1,kg,8440,920,91543,Operational
Fuel Capacity,gal,39.1,L,148,920,91543,Operational
Hydraulic System Fluid Capacity,gal,19.6,L,74,920,91543,Operational
Static Tipping Weight,lb,29519.9,kg,13390,920,91543,Operational
Tire Size,,15.5-25 12 PR (L-2),,15.5-25 12 PR (L-2),920,91543,Operational
Number Of Forward Gears,,4,,4,920,91543,Transmission
Number Of Reverse Gears,,3,,3,920,91543,Transmission
Max Speed - Forward,mph,27.3,km/h,43.8,920,91543,Transmission
Max Speed - Reverse,mph,14.5,km/h,23.2,920,91543,Transmission
Raise Time,sec,6,sec,6,920,91543,Hydraulic System
Dump Time,sec,1.2,sec,1.2,920,91543,Hydraulic System
Lower Time,sec,3,sec,3,920,91543,Hydraulic System
Number Of Cylinders,,4,,4,910,91542,Engine
Engine Make,,2236,,2236,910,91542,Engine
Engine Model,,3204,,3204,910,91542,Engine
Net Power,hp,65,kw,48.5,910,91542,Engine
Power Measured @,rpm,2400,rpm,2400,910,91542,Engine
Displacement,cu in,317.4,L,5.2,910,91542,Engine
Operating Weight,lb,14210,kg,6445.6,910,91542,Operational
Fuel Capacity,gal,29.9,L,113,910,91542,Operational
Hydraulic System Fluid Capacity,gal,15.1,L,57,910,91542,Operational
Engine Oil Fluid Capacity,gal,3,L,11,910,91542,Operational
Cooling System Fluid Capacity,gal,6.7,L,25,910,91542,Operational
Transmission Fluid Capacity,gal,6.1,L,23,910,91542,Operational
Front Axle/Diff Fluid Capacity,gal,4,L,15,910,91542,Operational
Rear Axle/Diff Fluid Capacity,gal,4,L,15,910,91542,Operational
Static Tipping Weight,lb,9876.8,kg,4480,910,91542,Operational
Turning Radius,ft in,15.5,mm,4720,910,91542,Operational
Operating Voltage,V,12,V,12,910,91542,Operational
Alternator Supplied Amperage,amps,40,amps,40,910,91542,Operational
Rear Axle Oscillation,degrees,22,degrees,22,910,91542,Operational
Tire Size,,15.5 x 25.8 PR,,15.5 x 25.8 PR,910,91542,Operational
Transmission Type,,Planetary power shift,,Planetary power shift,910,91542,Transmission
Number Of Forward Gears,,3,,3,910,91542,Transmission
Number Of Reverse Gears,,1,,1,910,91542,Transmission
Max Speed - Forward,mph,15,km/h,24.2,910,91542,Transmission
Max Speed - Reverse,mph,6.6,km/h,10.7,910,91542,Transmission
Relief Valve Setting,psi,2500,kPa,17236.9,910,91542,Hydraulic System
Raise Time,sec,6,sec,6,910,91542,Hydraulic System
Dump Time,sec,1.3,sec,1.3,910,91542,Hydraulic System
Lower Time,sec,3.5,sec,3.5,910,91542,Hydraulic System
Pump Type,,double section gear,,double section gear,910,91542,Hydraulic System
Engine Make,,2236,,2236,994F,91321,Engine
Engine Model,,3516B HD EUI,,3516B HD EUI,994F,91321,Engine
Net Power,hp,1463,kw,1091,994F,91321,Engine
Gross Power,hp,1577,kw,1176,994F,91321,Engine
Power Measured @,rpm,1600,rpm,1600,994F,91321,Engine
Max Torque,lb ft,6289,Nm,8526.8,994F,91321,Engine
Displacement,cu in,4875,L,79.9,994F,91321,Engine
Torque Rise,%,32,%,32,994F,91321,Engine
Bore,in,6.7,mm,170.2,994F,91321,Engine
Stroke,in,8.5,mm,215.9,994F,91321,Engine
Net Power - Iso 9249,hp,1463,kw,1091,994F,91321,Engine
Net Power - Sae J1349,hp,1447,kw,1079.1,994F,91321,Engine
Engine Model,,Cat 3516B  HD EUI,,Cat 3516B  HD EUI,994F,91321,Engine
Net Power - Eec 80/1269,hp,1463,kw,1091,994F,91321,Engine
"Peak Torque - 1,100 Rpm",lb ft,6289,Nm,8526.8,994F,91321,Engine
Operating Weight,lb,427209,kg,193779,994F,91321,Operational
Fuel Capacity,gal,1012.6,L,3833,994F,91321,Operational
Hydraulic System Fluid Capacity,gal,236,L,893,994F,91321,Operational
Engine Oil Fluid Capacity,gal,75.6,L,286,994F,91321,Operational
Cooling System Fluid Capacity,gal,129.5,L,490,994F,91321,Operational
Transmission Fluid Capacity,gal,92.5,L,350,994F,91321,Operational
Front Axle/Diff Fluid Capacity,gal,164.1,L,621,994F,91321,Operational
Rear Axle/Diff Fluid Capacity,gal,164.1,L,621,994F,91321,Operational
Static Tipping Weight,lb,283292,kg,128499.1,994F,91321,Operational
Rear Axle Oscillation,degrees,20,degrees,20,994F,91321,Operational
Tire Size,,53.5/85-57,,53.5/85-57,994F,91321,Operational
Transmission Type,,Cat planetary power shift,,Cat planetary power shift,994F,91321,Transmission
Transmission Type,,Cat planetary power shift,,Cat planetary power shift,994F,91321,Transmission
Number Of Forward Gears,,3,,3,994F,91321,Transmission
Number Of Reverse Gears,,3,,3,994F,91321,Transmission
Max Speed - Forward,mph,14,km/h,22.5,994F,91321,Transmission
Max Speed - Reverse,mph,15.5,km/h,24.8,994F,91321,Transmission
Forward - 1,mph,4.8,km/h,7.8,994F,91321,Transmission
Forward - 2,mph,8.3,km/h,13.4,994F,91321,Transmission
Forward - 3,mph,14,km/h,22.6,994F,91321,Transmission
Reverse - 1,mph,5.3,km/h,8.6,994F,91321,Transmission
Reverse - 2,mph,8.2,km/h,13.2,994F,91321,Transmission
Direct Drive - Forward 3,mph,14.9,km/h,24,994F,91321,Transmission
Direct Drive - Reverse 3,mph,16,km/h,25.8,994F,91321,Transmission
Direct Drive - Forward 2,mph,8.5,km/h,13.7,994F,91321,Transmission
Direct Drive - Reverse 2,mph,8.4,km/h,13.6,994F,91321,Transmission
Direct Drive - Forward 1,,Lock - up disabled,,Lock - up disabled,994F,91321,Transmission
Direct Drive - Reverse 1,mph,5.3,km/h,8.6,994F,91321,Transmission
Reverse - 3,mph,15.4,km/h,24.8,994F,91321,Transmission
Maximum Bucket Capacity,yd3,47,m3,36,994F,91321,Buckets
Bucket Capacities,,14 - 36m3     18.5 - 47yd3,,14 - 36m3     18.5 - 47yd3,994F,91321,Buckets
Relief Valve Setting,psi,4750,kPa,32750.1,994F,91321,Hydraulic System
Pump Flow Capacity,gal/min,362,L/min,1370.4,994F,91321,Hydraulic System
Raise Time,sec,11.3,sec,11.3,994F,91321,Hydraulic System
Dump Time,sec,3.1,sec,3.1,994F,91321,Hydraulic System
Lower Time,sec,3.5,sec,3.5,994F,91321,Hydraulic System
Front,,Fixed,,Fixed,994F,91321,Axles
Rear,,Trunnion,,Trunnion,994F,91321,Axles
Pump Type,,piston,,piston,994F,91321,Hydraulic System
Oscillation Angle,,10 degrees,,10 degrees,994F,91321,Axles
Maximum Single-Wheel Rise And Fall,in,26.7,mm,677,994F,91321,Axles
Brakes,,"SAE J1473 OCT 90, ISO 3450:1992",,"SAE J1473 OCT 90, ISO 3450:1992",994F,91321,Brakes
Bucket Capacity Range,,14-36m3      18.5-47yd3,,14-36m3      18.5-47yd3,994F,91321,Operating Specifications
Cat Truck Match - Standard,,"785C, 789C",,"785C, 789C",994F,91321,Operating Specifications
Cat Truck Match - High Lift,,"789C, 793C",,"789C, 793C",994F,91321,Operating Specifications
Articulation Angle,degrees,40,degrees,40,994F,91321,Operating Specifications
Rated Payload,lb,76000,kg,34473,994F,91321,Operating Specifications
Rated Payload - Standard,lb,76000,kg,34473,994F,91321,Operating Specifications
Rated Payload - High Lift,lb,70000,kg,31751.5,994F,91321,Operating Specifications
Cat Truck Match - Super High Lift,,"789C, 793C",,"789C, 793C",994F,91321,Operating Specifications
Rated Payload - Super High Lift,lb,70000,kg,31751.5,994F,91321,Operating Specifications
Cooling System,gal,129,L,488.4,994F,91321,Service Refill Capacities
Fuel Tank,gal,1013,L,3834.7,994F,91321,Service Refill Capacities
Crankcase,gal,75.5,L,285.8,994F,91321,Service Refill Capacities
Hydraulic System - Including Tank,gal,236,L,893.1,994F,91321,Service Refill Capacities
Transmission,gal,92,L,348.3,994F,91321,Service Refill Capacities
Differential - Final Drives - Front,gal,164,L,620.9,994F,91321,Service Refill Capacities
Differential - Final Drives - Rear,gal,164,L,620.9,994F,91321,Service Refill Capacities
Hydraulics - Brake Cooling,gal,9,L,34.1,994F,91321,Service Refill Capacities
Hydraulics - Steering/Brake,gal,55,L,208.2,994F,91321,Service Refill Capacities
Pump Drive - Front,gal,2,L,7.6,994F,91321,Service Refill Capacities
Differential - Final Drives - Each,gal,164,L,620.9,994F,91321,Service Refill Capacities
Hydraulics - Lift/Tilt,gal,103,L,389.9,994F,91321,Service Refill Capacities
Raise,,11.3 s,,11.3 s,994F,91321,Hydraulic Cycle Times
Dump,,3.1 s,,3.1 s,994F,91321,Hydraulic Cycle Times
Rack Back,,5.5 s,,5.5 s,994F,91321,Hydraulic Cycle Times
Lower Float Down - Empty,,3.5 s,,3.5 s,994F,91321,Hydraulic Cycle Times
Power Down,,6.7 s,,6.7 s,994F,91321,Hydraulic Cycle Times
Lift/Tilt System - Circuit,,Open,,Open,994F,91321,Hydraulic System - Lift/Tilt
Relief Valve Setting - Lift/Tilt,,4750 psi,,4750 psi,994F,91321,Hydraulic System - Lift/Tilt
Tilt Cylinder - Stroke,in,44.9,mm,1140.5,994F,91321,Hydraulic System - Lift/Tilt
Lift Cylinder - Bore,in,13,mm,330.2,994F,91321,Hydraulic System - Lift/Tilt
Lift Cylinder - Stroke,in,65.4,mm,1661.2,994F,91321,Hydraulic System - Lift/Tilt
Tilt Cylinder - Bore,in,10.5,mm,266.7,994F,91321,Hydraulic System - Lift/Tilt
Number Of Lift Cylinders,,2,,2,994F,91321,Hydraulic System - Lift/Tilt
Number Of Tilt Cylinders,,2,,2,994F,91321,Hydraulic System - Lift/Tilt
Cylinders - Lift/Tilt,,Double-acting,,Double-acting,994F,91321,Hydraulic System - Lift/Tilt
Number Of Lift/Tilt Pumps,,4,,4,994F,91321,Hydraulic System - Lift/Tilt
"Maximum Flow At 1,710 Rpm (3x)",,362 gal/min,,362 gal/min,994F,91321,Hydraulic System - Lift/Tilt
Lift/Tilt System - Pump (2),,"1x Variable, Piston",,"1x Variable, Piston",994F,91321,Hydraulic System - Lift/Tilt
Lift/Tilt System - Pump (1),,"3x Piston, fixed displacement",,"3x Piston, fixed displacement",994F,91321,Hydraulic System - Lift/Tilt
Steering System - Circuit,,Closed,,Closed,994F,91321,Hydraulic System - Steering
Steering System - Pump,,"Piston, variable displacement",,"Piston, variable displacement",994F,91321,Hydraulic System - Steering
Number Of Steering Pumps,,2,,2,994F,91321,Hydraulic System - Steering
Relief Valve Setting - Steering,,4500 psi,,4500 psi,994F,91321,Hydraulic System - Steering
"Maximum Flow At 1,710 Rpm (6900 Kpa) (2x)",,234 gal/min,,234 gal/min,994F,91321,Hydraulic System - Steering
Cab - Rops/Fops,,"SAE J1394, SAE J11040 APR88, ISO 3471-1:1986, ISO 3471:1994",,"SAE J1394, SAE J11040 APR88, ISO 3471-1:1986, ISO 3471:1994",994F,91321,Cab
Sound Performance,,ISO 6394:1998,,ISO 6394:1998,994F,91321,Cab
Air Conditioning,,.,,.,994F,91321,Cab
Vibration,,EC 89/392 EEC,,EC 89/392 EEC,994F,91321,Cab
Pilot System - Circuit,,Closed,,Closed,994F,91321,Hydraulic System - Pilot
Pilot System - Pump,,Gear,,Gear,994F,91321,Hydraulic System - Pilot
Number Of Pilot Pumps,,1,,1,994F,91321,Hydraulic System - Pilot
Relief Valve Setting - Pilot,,348 psi,,348 psi,994F,91321,Hydraulic System - Pilot
Maximum Flow At 1710 Rpm,,40.7 gal/min,,40.7 gal/min,994F,91321,Hydraulic System - Pilot
Engine Make,,2236,,2236,914G,91152,Engine
Engine Model,,3054 Turbocharged diesel,,3054 Turbocharged diesel,914G,91152,Engine
Net Power,hp,96,kw,71.6,914G,91152,Engine
Gross Power,hp,100,kw,74.6,914G,91152,Engine
Power Measured @,rpm,2300,rpm,2300,914G,91152,Engine
