subparam,value1,value2,unit1,unit2,modelname,modelid,specifications.topparam
Powertrain Fluid Capacity,47.1,178,gal,L,D7R XR,90835,Operational
Final Drives Fluid Capacity,3.5,13,gal,L,D7R XR,90835,Operational
Operating Voltage,24,24,V,V,D7R XR,90835,Operational
Alternator Supplied Amperage,70,70,amps,amps,D7R XR,90835,Operational
Transmission Type,Power Shift,Power Shift,,,D7R XR,90835,Transmission
Number Of Forward Gears,3,3,,,D7R XR,90835,Transmission
Number Of Reverse Gears,3,3,,,D7R XR,90835,Transmission
Max Speed - Forward,6.8,11,mph,km/h,D7R XR,90835,Transmission
Max Speed - Reverse,8.6,13.9,mph,km/h,D7R XR,90835,Transmission
1.0 Forward,2.2,3.5,mph,km/h,D7R XR,90835,Transmission
2.0 Forward,4,6.5,mph,km/h,D7R XR,90835,Transmission
3.0 Forward,6.8,10.8,mph,km/h,D7R XR,90835,Transmission
1.0 Reverse,3,4.7,mph,km/h,D7R XR,90835,Transmission
2.0 Reverse,5.1,8.1,mph,km/h,D7R XR,90835,Transmission
3.0 Reverse,8.6,13.8,mph,km/h,D7R XR,90835,Transmission
Operating Weight,61236,27776.2,lb,kg,D7R XR,90835,Weights
Operating Weight - Power Shift,60336,27368,lb,kg,D7R XR,90835,Weights
Pump Type,Piston,Piston,,,D7R XR,90835,Hydraulic System
Relief Valve Pressure,3306,22794.1,psi,kPa,D7R XR,90835,Hydraulic System
Pump Flow Capacity,46.8,177,gal/min,L/min,D7R XR,90835,Hydraulic System
Width,12.2,3693,ft in,mm,D7R XR,90835,Standard Blade
Height,60,1524,in,mm,D7R XR,90835,Standard Blade
Capacity,9,6.9,yd3,m3,D7R XR,90835,Standard Blade
Cutting Depth,20.8,527,in,mm,D7R XR,90835,Standard Blade
Cooling System,19.9,75,gal,L,D7R XR,90835,Service Refill Capacities
Fuel Tank,126.6,479.1,gal,L,D7R XR,90835,Service Refill Capacities
Final Drive - Each,3.5,13,gal,L,D7R XR,90835,Service Refill Capacities
Hydraulic Tank,14.3,54.1,gal,L,D7R XR,90835,Service Refill Capacities
Engine Crankcase,7.2,27,gal,L,D7R XR,90835,Service Refill Capacities
Power Train,48.1,182.1,gal,L,D7R XR,90835,Service Refill Capacities
Transmission - Bevel Gear And Steering Clutch Compartments - Torque Converter,48.1,182.1,gal,L,D7R XR,90835,Service Refill Capacities
Flange Diameter,21.7,550,in,mm,D7R XR,90835,Winch
Oil Capacity,21.4,81.1,gal,L,D7R XR,90835,Winch
Winch And Bracket Length,48.5,1231.9,in,mm,D7R XR,90835,Winch
Drum Diameter,12.1,305.1,in,mm,D7R XR,90835,Winch
Drum Width,12.2,309.9,in,mm,D7R XR,90835,Winch
Winch Case - Width,48.1,1220,in,mm,D7R XR,90835,Winch
Weight*,4120.5,1869,lb,kg,D7R XR,90835,Winch
Increased Tractor Length - Std,3.1,77,in,mm,D7R XR,90835,Winch
Number Of Pockets,3,3,,,D6R XL,90830,Ripper
Ripper Type,Parallelogram,Parallelogram,,,D6R XL,90830,Ripper
Overall Beam Width,86.7,2202,in,mm,D6R XL,90830,Ripper
Maximum Penetration,19.7,499.9,in,mm,D6R XL,90830,Ripper
"Maximum Clearance Raised - Under Tip, Pinned In Bottom Hole",20.2,511.1,in,mm,D6R XL,90830,Ripper
Number Of Cylinders,6,6,,,D6R XL,90830,Engine
Engine Make,2236,2236,,,D6R XL,90830,Engine
Engine Model,3306,3306,,,D6R XL,90830,Engine
Gross Power,189,141,hp,kw,D6R XL,90830,Engine
Net Power,175,130.5,hp,kw,D6R XL,90830,Engine
Power Measured @,1900,1900,rpm,rpm,D6R XL,90830,Engine
Displacement,640.8,10.6,cu in,L,D6R XL,90830,Engine
Aspiration,Turbocharged,Turbocharged,,,D6R XL,90830,Engine
Engine Model,3306 T,3306 T,,,D6R XL,90830,Engine
Flywheel Power,175,130.5,hp,kw,D6R XL,90830,Engine
Maximum Flywheel Power,189,141,hp,kw,D6R XL,90830,Engine
Flywheel Power - Power Shift,175,130.5,hp,kw,D6R XL,90830,Engine
Operating Weight,41900,19005.6,lb,kg,D6R XL,90830,Operational
Fuel Capacity,101.2,383,gal,L,D6R XL,90830,Operational
Cooling System Fluid Capacity,19.6,74,gal,L,D6R XL,90830,Operational
Engine Oil Capacity,7.3,27.5,gal,L,D6R XL,90830,Operational
Hydraulic Fluid Capacity,20.1,76,gal,L,D6R XL,90830,Operational
Powertrain Fluid Capacity,41,155,gal,L,D6R XL,90830,Operational
Final Drives Fluid Capacity,3.6,13.5,gal,L,D6R XL,90830,Operational
Operating Voltage,24,24,V,V,D6R XL,90830,Operational
Alternator Supplied Amperage,70,70,amps,amps,D6R XL,90830,Operational
Transmission Type,Power Shift,Power Shift,,,D6R XL,90830,Transmission
Number Of Forward Gears,3,3,,,D6R XL,90830,Transmission
Number Of Reverse Gears,3,3,,,D6R XL,90830,Transmission
Max Speed - Forward,7.4,12,mph,km/h,D6R XL,90830,Transmission
Max Speed - Reverse,9.5,15.3,mph,km/h,D6R XL,90830,Transmission
1.0 Forward,2.5,3.9,mph,km/h,D6R XL,90830,Transmission
2.0 Forward,4.3,6.9,mph,km/h,D6R XL,90830,Transmission
3.0 Forward,7,11.3,mph,km/h,D6R XL,90830,Transmission
1.0 Reverse,3,4.8,mph,km/h,D6R XL,90830,Transmission
2.0 Reverse,5.3,8.5,mph,km/h,D6R XL,90830,Transmission
3.0 Reverse,9.2,14.7,mph,km/h,D6R XL,90830,Transmission
Operating Weight,42300,19187,lb,kg,D6R XL,90830,Weights
Operating Weight - Power Shift,41900,19005.6,lb,kg,D6R XL,90830,Weights
Operating Weight - Power Psds,42300,19187,lb,kg,D6R XL,90830,Weights
Pump Type,Piston,Piston,,,D6R XL,90830,Hydraulic System
Relief Valve Pressure,2800,19305.4,psi,kPa,D6R XL,90830,Hydraulic System
Pump Flow Capacity,50.2,190,gal/min,L/min,D6R XL,90830,Hydraulic System
Width,10.7,3260,ft in,mm,D6R XL,90830,Standard Blade
Height,55.6,1412,in,mm,D6R XL,90830,Standard Blade
Capacity,7.4,5.7,yd3,m3,D6R XL,90830,Standard Blade
Cutting Depth,18.1,459,in,mm,D6R XL,90830,Standard Blade
Cooling System,19.6,74.1,gal,L,D6R XL,90830,Service Refill Capacities
Fuel Tank,101.2,383.1,gal,L,D6R XL,90830,Service Refill Capacities
Final Drive - Each,3.7,14.1,gal,L,D6R XL,90830,Service Refill Capacities
Hydraulic Tank,20.1,76.1,gal,L,D6R XL,90830,Service Refill Capacities
Engine Crankcase,7.4,28.1,gal,L,D6R XL,90830,Service Refill Capacities
Power Train,41,155.1,gal,L,D6R XL,90830,Service Refill Capacities
Flange Diameter,13,330,in,mm,D6R XL,90830,Winch
Oil Capacity,17.7,67.1,gal,L,D6R XL,90830,Winch
Winch And Bracket Length,47.3,1199.9,in,mm,D6R XL,90830,Winch
Drum Diameter,10.3,260.1,in,mm,D6R XL,90830,Winch
Drum Width,10,254,in,mm,D6R XL,90830,Winch
Winch Case - Width,38.4,975.2,in,mm,D6R XL,90830,Winch
Weight*,2502.3,1135,lb,kg,D6R XL,90830,Winch
Increased Tractor Length - Std,20.4,516.9,in,mm,D6R XL,90830,Winch
Number Of Cylinders,6,6,,,D6R,90829,Engine
Engine Make,2236,2236,,,D6R,90829,Engine
Engine Model,3306,3306,,,D6R,90829,Engine
Gross Power,179,133.5,hp,kw,D6R,90829,Engine
Net Power,165,123.1,hp,kw,D6R,90829,Engine
Power Measured @,1900,1900,rpm,rpm,D6R,90829,Engine
Displacement,638,10.5,cu in,L,D6R,90829,Engine
Aspiration,Turbocharged,Turbocharged,,,D6R,90829,Engine
Operating Weight,40000,18143.7,lb,kg,D6R,90829,Operational
Fuel Capacity,101.2,383,gal,L,D6R,90829,Operational
Cooling System Fluid Capacity,19.6,74,gal,L,D6R,90829,Operational
Engine Oil Capacity,7.3,27.5,gal,L,D6R,90829,Operational
Hydraulic Fluid Capacity,20.1,76,gal,L,D6R,90829,Operational
Powertrain Fluid Capacity,41,155,gal,L,D6R,90829,Operational
Final Drives Fluid Capacity,3.6,13.5,gal,L,D6R,90829,Operational
Operating Voltage,24,24,V,V,D6R,90829,Operational
Alternator Supplied Amperage,70,70,amps,amps,D6R,90829,Operational
Transmission Type,Power Shift,Power Shift,,,D6R,90829,Transmission
Number Of Forward Gears,3,3,,,D6R,90829,Transmission
Number Of Reverse Gears,3,3,,,D6R,90829,Transmission
Max Speed - Forward,7.4,12,mph,km/h,D6R,90829,Transmission
Max Speed - Reverse,9.5,15.3,mph,km/h,D6R,90829,Transmission
Pump Type,Piston Style,Piston Style,,,D6R,90829,Hydraulic System
Relief Valve Pressure,2800,19305.4,psi,kPa,D6R,90829,Hydraulic System
Pump Flow Capacity,50.2,190,gal/min,L/min,D6R,90829,Hydraulic System
Width,11.1,3360,ft in,mm,D6R,90829,Standard Blade
Height,49.5,1257,in,mm,D6R,90829,Standard Blade
Capacity,5.1,3.9,yd3,m3,D6R,90829,Standard Blade
Cutting Depth,18.7,473,in,mm,D6R,90829,Standard Blade
Engine Model,3306T,3306T,,,D6G,90828,Engine
Displacement,640.8,10.5,cu in,L,D6G,90828,Engine
Operating Weight,34028,15434.9,lb,kg,D6G,90828,Operational
Fuel Capacity,79.3,300,gal,L,D6G,90828,Operational
Number Of Pockets,3,3,,,D6M LGP,90827,Ripper
Ripper Type,Parallelogram,Parallelogram,,,D6M LGP,90827,Ripper
Overall Beam Width,86.7,2202,in,mm,D6M LGP,90827,Ripper
Maximum Penetration,14.6,369.6,in,mm,D6M LGP,90827,Ripper
"Maximum Clearance Raised - Under Tip, Pinned In Bottom Hole",20,506,in,mm,D6M LGP,90827,Ripper
Number Of Cylinders,6,6,,,D6M LGP,90827,Engine
Engine Make,2236,2236,,,D6M LGP,90827,Engine
Engine Model,3116T,3116T,,,D6M LGP,90827,Engine
Gross Power,153,114.1,hp,kw,D6M LGP,90827,Engine
Net Power,140,104.4,hp,kw,D6M LGP,90827,Engine
Power Measured @,2200,2200,rpm,rpm,D6M LGP,90827,Engine
Displacement,402.8,6.7,cu in,L,D6M LGP,90827,Engine
Aspiration,Turbocharged,Turbocharged,,,D6M LGP,90827,Engine
Engine Model,3116 T,3116 T,,,D6M LGP,90827,Engine
Flywheel Power,140,104.4,hp,kw,D6M LGP,90827,Engine
Maximum Flywheel Power,153,114.1,hp,kw,D6M LGP,90827,Engine
Flywheel Power - Power Shift,140,104.4,hp,kw,D6M LGP,90827,Engine
Operating Weight,36400,16510.8,lb,kg,D6M LGP,90827,Operational
Fuel Capacity,82.2,311,gal,L,D6M LGP,90827,Operational
Cooling System Fluid Capacity,12.8,48.4,gal,L,D6M LGP,90827,Operational
Engine Oil Capacity,6.9,26,gal,L,D6M LGP,90827,Operational
Hydraulic Fluid Capacity,7.8,29.2,gal,L,D6M LGP,90827,Operational
Powertrain Fluid Capacity,32.3,122,gal,L,D6M LGP,90827,Operational
Final Drives Fluid Capacity,1.9,7,gal,L,D6M LGP,90827,Operational
Operating Voltage,24,24,V,V,D6M LGP,90827,Operational
Alternator Supplied Amperage,70,70,amps,amps,D6M LGP,90827,Operational
Transmission Type,Power Shift,Power Shift,,,D6M LGP,90827,Transmission
Number Of Forward Gears,3,3,,,D6M LGP,90827,Transmission
Number Of Reverse Gears,3,3,,,D6M LGP,90827,Transmission
Max Speed - Forward,6.4,10.3,mph,km/h,D6M LGP,90827,Transmission
Max Speed - Reverse,7.9,12.8,mph,km/h,D6M LGP,90827,Transmission
1.0 Forward,2.2,3.4,mph,km/h,D6M LGP,90827,Transmission
2.0 Forward,3.8,6.1,mph,km/h,D6M LGP,90827,Transmission
3.0 Forward,6.4,10.3,mph,km/h,D6M LGP,90827,Transmission
1.0 Reverse,2.7,4.3,mph,km/h,D6M LGP,90827,Transmission
2.0 Reverse,4.7,7.5,mph,km/h,D6M LGP,90827,Transmission
3.0 Reverse,8,12.8,mph,km/h,D6M LGP,90827,Transmission
Operating Weight,37320,16928.1,lb,kg,D6M LGP,90827,Weights
Operating Weight - Power Shift,36400,16510.8,lb,kg,D6M LGP,90827,Weights
Pump Type,Piston,Piston,,,D6M LGP,90827,Hydraulic System
Relief Valve Pressure,3600,24821.2,psi,kPa,D6M LGP,90827,Hydraulic System
Pump Flow Capacity,31.5,119,gal/min,L/min,D6M LGP,90827,Hydraulic System
Width,13.4,4080,ft in,mm,D6M LGP,90827,Standard Blade
Height,40.4,1025,in,mm,D6M LGP,90827,Standard Blade
Capacity,4.2,3.2,yd3,m3,D6M LGP,90827,Standard Blade
Cutting Depth,17.1,433,in,mm,D6M LGP,90827,Standard Blade
Cooling System,12.8,48.5,gal,L,D6M LGP,90827,Service Refill Capacities
Fuel Tank,82.2,311.1,gal,L,D6M LGP,90827,Service Refill Capacities
Final Drive - Each,1.9,7.1,gal,L,D6M LGP,90827,Service Refill Capacities
Hydraulic Tank,7.8,29.2,gal,L,D6M LGP,90827,Service Refill Capacities
Engine Crankcase,6.9,26.1,gal,L,D6M LGP,90827,Service Refill Capacities
Power Train,32.3,122.1,gal,L,D6M LGP,90827,Service Refill Capacities
Attachment Hydraulic System Tank Only,18.3,69.2,gal,L,D6M LGP,90827,Service Refill Capacities
Flange Diameter,19.9,504,in,mm,D6M LGP,90827,Winch
Oil Capacity,19.6,74.1,gal,L,D6M LGP,90827,Winch
Winch And Bracket Length,44.1,1119.9,in,mm,D6M LGP,90827,Winch
Drum Diameter,10,254,in,mm,D6M LGP,90827,Winch
Drum Width,13,330,in,mm,D6M LGP,90827,Winch
Winch Case - Width,38.4,975.2,in,mm,D6M LGP,90827,Winch
Weight*,2813.1,1276.1,lb,kg,D6M LGP,90827,Winch
Increased Tractor Length - Std,15,381,in,mm,D6M LGP,90827,Winch
Number Of Pockets,3,3,,,D6M XL,90826,Ripper
Ripper Type,Parallelogram,Parallelogram,,,D6M XL,90826,Ripper
Overall Beam Width,86.7,2202,in,mm,D6M XL,90826,Ripper
Maximum Penetration,18.7,474,in,mm,D6M XL,90826,Ripper
"Maximum Clearance Raised - Under Tip, Pinned In Bottom Hole",15.5,392,in,mm,D6M XL,90826,Ripper
Number Of Cylinders,6,6,,,D6M XL,90826,Engine
Engine Make,2236,2236,,,D6M XL,90826,Engine
Engine Model,3116T,3116T,,,D6M XL,90826,Engine
Gross Power,153,114.1,hp,kw,D6M XL,90826,Engine
Net Power,140,104.4,hp,kw,D6M XL,90826,Engine
Power Measured @,2200,2200,rpm,rpm,D6M XL,90826,Engine
Displacement,402.8,6.7,cu in,L,D6M XL,90826,Engine
Aspiration,Turbocharged,Turbocharged,,,D6M XL,90826,Engine
Engine Model,3116 T,3116 T,,,D6M XL,90826,Engine
Flywheel Power,140,104.4,hp,kw,D6M XL,90826,Engine
Maximum Flywheel Power,153,114.1,hp,kw,D6M XL,90826,Engine
Flywheel Power - Power Shift,140,104.4,hp,kw,D6M XL,90826,Engine
Operating Weight,33200,15059.3,lb,kg,D6M XL,90826,Operational
Fuel Capacity,82.2,311,gal,L,D6M XL,90826,Operational
Cooling System Fluid Capacity,12.8,48.4,gal,L,D6M XL,90826,Operational
Engine Oil Capacity,6.9,26,gal,L,D6M XL,90826,Operational
Hydraulic Fluid Capacity,7.8,29.2,gal,L,D6M XL,90826,Operational
Powertrain Fluid Capacity,32.3,122,gal,L,D6M XL,90826,Operational
Final Drives Fluid Capacity,1.9,7,gal,L,D6M XL,90826,Operational
Operating Voltage,24,24,V,V,D6M XL,90826,Operational
Alternator Supplied Amperage,70,70,amps,amps,D6M XL,90826,Operational
Transmission Type,Power Shift,Power Shift,,,D6M XL,90826,Transmission
Number Of Forward Gears,3,3,,,D6M XL,90826,Transmission
Number Of Reverse Gears,3,3,,,D6M XL,90826,Transmission
Max Speed - Forward,6.4,10.3,mph,km/h,D6M XL,90826,Transmission
Max Speed - Reverse,7.9,12.8,mph,km/h,D6M XL,90826,Transmission
1.0 Forward,2.2,3.4,mph,km/h,D6M XL,90826,Transmission
2.0 Forward,3.8,6.1,mph,km/h,D6M XL,90826,Transmission
3.0 Forward,6.4,10.3,mph,km/h,D6M XL,90826,Transmission
1.0 Reverse,2.7,4.3,mph,km/h,D6M XL,90826,Transmission
2.0 Reverse,4.7,7.5,mph,km/h,D6M XL,90826,Transmission
3.0 Reverse,8,12.8,mph,km/h,D6M XL,90826,Transmission
Operating Weight,34240,15531.1,lb,kg,D6M XL,90826,Weights
Operating Weight - Power Shift,33200,15059.3,lb,kg,D6M XL,90826,Weights
Pump Type,Piston,Piston,,,D6M XL,90826,Hydraulic System
Relief Valve Pressure,3600,24821.2,psi,kPa,D6M XL,90826,Hydraulic System
Pump Flow Capacity,31.5,119,gal/min,L/min,D6M XL,90826,Hydraulic System
Width,10.8,3274,ft in,mm,D6M XL,90826,Standard Blade
Height,47.1,1195,in,mm,D6M XL,90826,Standard Blade
Capacity,4.2,3.2,yd3,m3,D6M XL,90826,Standard Blade
Cutting Depth,17.5,444,in,mm,D6M XL,90826,Standard Blade
Cooling System,12.7,48,gal,L,D6M XL,90826,Service Refill Capacities
Fuel Tank,82.2,311.1,gal,L,D6M XL,90826,Service Refill Capacities
Final Drive - Each,1.9,7.1,gal,L,D6M XL,90826,Service Refill Capacities
Hydraulic Tank,7.7,29,gal,L,D6M XL,90826,Service Refill Capacities
Engine Crankcase,6.9,26.1,gal,L,D6M XL,90826,Service Refill Capacities
Power Train,32.3,122.1,gal,L,D6M XL,90826,Service Refill Capacities
Attachment Hydraulic System Tank Only,18.3,69.2,gal,L,D6M XL,90826,Service Refill Capacities
Flange Diameter,19.9,504,in,mm,D6M XL,90826,Winch
Oil Capacity,19.6,74.1,gal,L,D6M XL,90826,Winch
Winch And Bracket Length,44.1,1119.9,in,mm,D6M XL,90826,Winch
Drum Diameter,10,254,in,mm,D6M XL,90826,Winch
Drum Width,13,330,in,mm,D6M XL,90826,Winch
Winch Case - Width,38.4,975.2,in,mm,D6M XL,90826,Winch
Weight*,2813.1,1276.1,lb,kg,D6M XL,90826,Winch
Increased Tractor Length - Std,15,381,in,mm,D6M XL,90826,Winch
Engine Make,2236,2236,,,D9L,90843,Engine
Engine Model,3412,3412,,,D9L,90843,Engine
Gross Power,460,343.1,hp,kw,D9L,90843,Engine
Displacement,1647.7,27,cu in,L,D9L,90843,Engine
Operating Weight,114655.9,52007,lb,kg,D9L,90843,Operational
Fuel Capacity,255,965,gal,L,D9L,90843,Operational
Transmission Type,Powershift,Powershift,,,D9L,90843,Transmission
Number Of Forward Gears,3,3,,,D9L,90843,Transmission
Number Of Reverse Gears,3,3,,,D9L,90843,Transmission
Max Speed - Forward,7.6,12.2,mph,km/h,D9L,90843,Transmission
Max Speed - Reverse,9.4,15,mph,km/h,D9L,90843,Transmission
Width,14.9,4540,ft in,mm,D9L,90843,Standard Blade
Number Of Cylinders,4,4,,,D3B,90842,Engine
Engine Make,2236,2236,,,D3B,90842,Engine
Engine Model,3204,3204,,,D3B,90842,Engine
Net Power,65,48.5,hp,kw,D3B,90842,Engine
Power Measured @,2400,2400,rpm,rpm,D3B,90842,Engine
Displacement,317.4,5.2,cu in,L,D3B,90842,Engine
Aspiration,Naturally,Naturally,,,D3B,90842,Engine
Operating Weight,15161.2,6877,lb,kg,D3B,90842,Operational
Fuel Capacity,30.2,114,gal,L,D3B,90842,Operational
Cooling System Fluid Capacity,5.3,20,gal,L,D3B,90842,Operational
Engine Oil Capacity,3.2,12,gal,L,D3B,90842,Operational
Hydraulic Fluid Capacity,18.5,70,gal,L,D3B,90842,Operational
Final Drives Fluid Capacity,2.2,8,gal,L,D3B,90842,Operational
Operating Voltage,12,12,V,V,D3B,90842,Operational
Alternator Supplied Amperage,40,40,amps,amps,D3B,90842,Operational
Transmission Type,Planetary Powershift,Planetary Powershift,,,D3B,90842,Transmission
Number Of Forward Gears,3,3,,,D3B,90842,Transmission
Number Of Reverse Gears,3,3,,,D3B,90842,Transmission
Max Speed - Forward,6.6,10.7,mph,km/h,D3B,90842,Transmission
Max Speed - Reverse,7.1,11.5,mph,km/h,D3B,90842,Transmission
Relief Valve Pressure,2500,17236.9,psi,kPa,D3B,90842,Hydraulic System
Pump Flow Capacity,14.6,55,gal/min,L/min,D3B,90842,Hydraulic System
Width,8,2410,ft in,mm,D3B,90842,Standard Blade
Height,33.1,840,in,mm,D3B,90842,Standard Blade
Capacity,1.7,1.3,yd3,m3,D3B,90842,Standard Blade
Blade Angle (Both Directions),25,25,degrees,degrees,D3B,90842,Standard Blade
Cutting Depth,14.7,371,in,mm,D3B,90842,Standard Blade
Number Of Cylinders,8,8,,,D11R CD,90841,Engine
Engine Make,2236,2236,,,D11R CD,90841,Engine
Engine Model,3508B,3508B,,,D11R CD,90841,Engine
Gross Power,915,682.4,hp,kw,D11R CD,90841,Engine
Net Power,850,633.9,hp,kw,D11R CD,90841,Engine
Power Measured @,1800,1800,rpm,rpm,D11R CD,90841,Engine
Displacement,2105,34.5,cu in,L,D11R CD,90841,Engine
Aspiration,Turbocharged and Aftercooled,Turbocharged and Aftercooled,,,D11R CD,90841,Engine
Operating Weight,239550,108658.1,lb,kg,D11R CD,90841,Operational
Fuel Capacity,388.6,1471,gal,L,D11R CD,90841,Operational
Cooling System Fluid Capacity,61.1,231,gal,L,D11R CD,90841,Operational
Engine Oil Capacity,28.1,106,gal,L,D11R CD,90841,Operational
Hydraulic Fluid Capacity,54.2,205,gal,L,D11R CD,90841,Operational
Powertrain Fluid Capacity,90.9,344,gal,L,D11R CD,90841,Operational
Final Drives Fluid Capacity,8,30,gal,L,D11R CD,90841,Operational
Operating Voltage,24,24,V,V,D11R CD,90841,Operational
Alternator Supplied Amperage,100,100,amps,amps,D11R CD,90841,Operational
Transmission Type,Power Shift,Power Shift,,,D11R CD,90841,Transmission
Number Of Forward Gears,3,3,,,D11R CD,90841,Transmission
Number Of Reverse Gears,3,3,,,D11R CD,90841,Transmission
Max Speed - Forward,7.3,11.8,mph,km/h,D11R CD,90841,Transmission
Max Speed - Reverse,8.7,14.1,mph,km/h,D11R CD,90841,Transmission
Width,22.1,6706,ft in,mm,D11R CD,90841,Standard Blade
Height,128.2,3255,in,mm,D11R CD,90841,Standard Blade
Capacity,57,43.6,yd3,m3,D11R CD,90841,Standard Blade
Cutting Depth,30.2,766,in,mm,D11R CD,90841,Standard Blade
Number Of Cylinders,8,8,,,D11R,90840,Engine
Engine Make,2236,2236,,,D11R,90840,Engine
Engine Model,3508B,3508B,,,D11R,90840,Engine
Gross Power,915,682.4,hp,kw,D11R,90840,Engine
Net Power,850,633.9,hp,kw,D11R,90840,Engine
Power Measured @,1800,1800,rpm,rpm,D11R,90840,Engine
Displacement,2105.4,34.5,cu in,L,D11R,90840,Engine
Aspiration,Turbocharged and Aftercooled,Turbocharged and Aftercooled,,,D11R,90840,Engine
Operating Weight,225500,102285.1,lb,kg,D11R,90840,Operational
Fuel Capacity,388.6,1471,gal,L,D11R,90840,Operational
Cooling System Fluid Capacity,61.1,231,gal,L,D11R,90840,Operational
Engine Oil Capacity,28.1,106,gal,L,D11R,90840,Operational
Hydraulic Fluid Capacity,54.2,205,gal,L,D11R,90840,Operational
Powertrain Fluid Capacity,90.9,344,gal,L,D11R,90840,Operational
Final Drives Fluid Capacity,8,30,gal,L,D11R,90840,Operational
Operating Voltage,24,24,V,V,D11R,90840,Operational
Alternator Supplied Amperage,100,100,amps,amps,D11R,90840,Operational
Transmission Type,Power shift,Power shift,,,D11R,90840,Transmission
Number Of Forward Gears,3,3,,,D11R,90840,Transmission
Number Of Reverse Gears,3,3,,,D11R,90840,Transmission
Max Speed - Forward,7.3,11.8,mph,km/h,D11R,90840,Transmission
Max Speed - Reverse,8.7,14.1,mph,km/h,D11R,90840,Transmission
Width,20.9,6350,ft in,mm,D11R,90840,Standard Blade
Height,93.4,2370,in,mm,D11R,90840,Standard Blade
Capacity,45,34.5,yd3,m3,D11R,90840,Standard Blade
Cutting Depth,30.2,766,in,mm,D11R,90840,Standard Blade
Engine Make,2236,2236,,,D8L SA,90851,Engine
Engine Model,3408,3408,,,D8L SA,90851,Engine
Gross Power,399.7,298,hp,kw,D8L SA,90851,Engine
Displacement,1098.5,18,cu in,L,D8L SA,90851,Engine
Operating Weight,80799.5,36650,lb,kg,D8L SA,90851,Operational
Fuel Capacity,193.2,731,gal,L,D8L SA,90851,Operational
Transmission Type,direct drive,direct drive,,,D8L SA,90851,Transmission
Number Of Forward Gears,6,6,,,D8L SA,90851,Transmission
Number Of Reverse Gears,6,6,,,D8L SA,90851,Transmission
Max Speed - Forward,7.4,11.9,mph,km/h,D8L SA,90851,Transmission
Max Speed - Reverse,9.2,14.8,mph,km/h,D8L SA,90851,Transmission
Cutting Depth,9.1,229,in,mm,D8L SA,90851,Standard Blade
Engine Make,2236,2236,,,D7G SA,90850,Engine
Engine Model,3306,3306,,,D7G SA,90850,Engine
Gross Power,249.5,186,hp,kw,D7G SA,90850,Engine
Displacement,640.8,10.5,cu in,L,D7G SA,90850,Engine
Operating Weight,40701.8,18462,lb,kg,D7G SA,90850,Operational
Fuel Capacity,155.1,587,gal,L,D7G SA,90850,Operational
Transmission Type,direct drive,direct drive,,,D7G SA,90850,Transmission
Number Of Forward Gears,6,6,,,D7G SA,90850,Transmission
Number Of Reverse Gears,4,4,,,D7G SA,90850,Transmission
